,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
1278,Mascherine Tricolori,Italy_majority,481,1.0,Mascherine Tricolori,Peaceful_protest_majority,475,0.9875259875259875
1279,WCCO Channel 4,United_States_majority,17,1.0,WCCO Channel 4,Peaceful_protest_majority,13,0.7647058823529411
1280,Daily Republic,United_States_majority,10,1.0,Daily Republic,Peaceful_protest_majority,10,1.0
1281,MAKEDONIA,Greece_majority,16,1.0,MAKEDONIA,Peaceful_protest_majority,14,0.875
1282,Echorouk,Algeria_majority,13,1.0,Echorouk,Peaceful_protest_majority,12,0.9230769230769231
1283,Yeniduzen,Cyprus_majority,12,1.0,Yeniduzen,Peaceful_protest_majority,11,0.9166666666666666
1284,Quotidiano Di Imola,Italy_majority,13,1.0,Quotidiano Di Imola,Peaceful_protest_majority,11,0.8461538461538461
1285,PEN-CONARE,Costa_Rica_majority,41,1.0,PEN-CONARE,Peaceful_protest_majority,40,0.975609756097561
1286,LIGA.net,Ukraine_majority,14,1.0,LIGA.net,Peaceful_protest_majority,10,0.7142857142857143
1287,Perilous Chronicle,United_States_majority,10,1.0,Perilous Chronicle,Peaceful_protest_majority,8,0.8
1288,VilaWeb,Spain_majority,18,1.0,VilaWeb,Peaceful_protest_majority,17,0.9444444444444444
1289,Unicorn Riot,United_States_majority,13,1.0,Unicorn Riot,Peaceful_protest_majority,11,0.8461538461538461
1290,Moskovskij Komsomolets,Russia_majority,13,1.0,Moskovskij Komsomolets,Peaceful_protest_majority,9,0.6923076923076923
1291,Neue Osnabrucker Zeitung,Germany_majority,18,1.0,Neue Osnabrucker Zeitung,Peaceful_protest_majority,18,1.0
1292,Uralsk Week,Kazakhstan_majority,10,1.0,Uralsk Week,Peaceful_protest_majority,9,0.9
1293,ThessNews,Greece_majority,11,1.0,ThessNews,Peaceful_protest_majority,9,0.8181818181818182
1294,Committees for the Defence of the Republic,Spain_majority,18,1.0,Committees for the Defence of the Republic,Peaceful_protest_majority,18,1.0
1295,Socialist Worker,United_Kingdom_majority,19,1.0,Socialist Worker,Peaceful_protest_majority,19,1.0
1296,Rosbalt,Russia_majority,17,1.0,Rosbalt,Peaceful_protest_majority,11,0.6470588235294118
1297,Ukrinform,Ukraine_majority,14,1.0,Ukrinform,Peaceful_protest_majority,13,0.9285714285714286
1298,Diario La Region,Peru_majority,16,0.9411764705882353,Diario La Region,Peaceful_protest_majority,13,0.7647058823529411
1299,Kommersant,Russia_majority,19,1.0,Kommersant,Peaceful_protest_majority,12,0.631578947368421
1300,News Am,Armenia_majority,14,1.0,News Am,Peaceful_protest_majority,10,0.7142857142857143
1301,Ryukyu Shimpo,Japan_majority,11,1.0,Ryukyu Shimpo,Peaceful_protest_majority,9,0.8181818181818182
1302,Independiente de Hidalgo,Mexico_majority,61,1.0,Independiente de Hidalgo,Peaceful_protest_majority,55,0.9016393442622951
1303,Peoples Dispatch,United_Kingdom_majority,14,1.0,Peoples Dispatch,Peaceful_protest_majority,14,1.0
1304,Addis Standard,Ethiopia_majority,15,1.0,Addis Standard,Excessive_force_against_protesters_majority,11,0.7333333333333333
1305,Le Quotidien (Senegal),Senegal_majority,10,1.0,Le Quotidien (Senegal),Violent_demonstration_majority,6,0.6
1306,2sTV,Senegal_majority,11,1.0,2sTV,Violent_demonstration_majority,7,0.6363636363636364
1307,Reporte YA,Venezuela_majority,9,0.9,Reporte YA,Peaceful_protest_majority,10,1.0
1308,Epoch Times (Germany),Germany_majority,21,1.0,Epoch Times (Germany),Peaceful_protest_majority,16,0.7619047619047619
1309,Million Moments for Democracy,Czech_Republic_majority,18,1.0,Million Moments for Democracy,Peaceful_protest_majority,18,1.0
1310,Iustitia,Poland_majority,10,1.0,Iustitia,Peaceful_protest_majority,10,1.0
1311,Whatsapp,Niger_majority,10,0.9090909090909091,Whatsapp,Violent_demonstration_majority,9,0.8181818181818182
1312,FJ Portal,Egypt_majority,12,1.0,FJ Portal,Peaceful_protest_majority,8,0.6666666666666666
1313,Bild Ostergotland,Sweden_majority,13,1.0,Bild Ostergotland,Peaceful_protest_majority,13,1.0
1314,Norrkopings Tidningar,Sweden_majority,13,1.0,Norrkopings Tidningar,Peaceful_protest_majority,13,1.0
